TenantId,AttachmentCount,AuthenticationDetails,AdditionalFields,ConfidenceLevel,Connectors,DetectionMethods,DeliveryAction,DeliveryLocation,EmailClusterId,EmailDirection,EmailLanguage,EmailAction,EmailActionPolicy,EmailActionPolicyGuid,OrgLevelAction,OrgLevelPolicy,InternetMessageId,NetworkMessageId,RecipientEmailAddress,RecipientObjectId,ReportId,SenderDisplayName,SenderFromAddress,SenderFromDomain,SenderObjectId,SenderIPv4,SenderIPv6,SenderMailFromAddress,SenderMailFromDomain,Subject,ThreatTypes,ThreatNames,TimeGenerated,LastEventExecutionTime,Timestamp,UrlCount,UserLevelAction,UserLevelPolicy,BulkComplaintLevel,LatestDeliveryLocation,LatestDeliveryAction,ExchangeTransportRule,DistributionList,ForwardingInformation,Context,To,Cc,ThreatClassification,Type
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-30@mail.example>,nm-noise-30,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--30,Data Platform Team,news@newsletter30.example,newsletter30.example,,10.0.0.1,,news@newsletter30.example,newsletter30.example,Newsletter 30,,,2026-05-27T12:30:00Z,2026-05-27T12:30:00Z,2026-05-27T12:30:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-31@mail.example>,nm-noise-31,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--31,Data Platform Team,news@newsletter31.example,newsletter31.example,,10.0.0.1,,news@newsletter31.example,newsletter31.example,Newsletter 31,,,2026-05-27T13:37:00Z,2026-05-27T13:37:00Z,2026-05-27T13:37:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-32@mail.example>,nm-noise-32,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--32,Data Platform Team,news@newsletter32.example,newsletter32.example,,10.0.0.1,,news@newsletter32.example,newsletter32.example,Newsletter 32,,,2026-05-27T14:44:00Z,2026-05-27T14:44:00Z,2026-05-27T14:44:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-33@mail.example>,nm-noise-33,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--33,Data Platform Team,news@newsletter33.example,newsletter33.example,,10.0.0.1,,news@newsletter33.example,newsletter33.example,Newsletter 33,,,2026-05-27T15:51:00Z,2026-05-27T15:51:00Z,2026-05-27T15:51:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-34@mail.example>,nm-noise-34,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--34,Data Platform Team,news@newsletter34.example,newsletter34.example,,10.0.0.1,,news@newsletter34.example,newsletter34.example,Newsletter 34,,,2026-05-27T16:58:00Z,2026-05-27T16:58:00Z,2026-05-27T16:58:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-35@mail.example>,nm-noise-35,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--35,Data Platform Team,news@newsletter35.example,newsletter35.example,,10.0.0.1,,news@newsletter35.example,newsletter35.example,Newsletter 35,,,2026-05-27T17:05:00Z,2026-05-27T17:05:00Z,2026-05-27T17:05:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-36@mail.example>,nm-noise-36,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--36,Data Platform Team,news@newsletter36.example,newsletter36.example,,10.0.0.1,,news@newsletter36.example,newsletter36.example,Newsletter 36,,,2026-05-27T06:12:00Z,2026-05-27T06:12:00Z,2026-05-27T06:12:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-37@mail.example>,nm-noise-37,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--37,Data Platform Team,news@newsletter37.example,newsletter37.example,,10.0.0.1,,news@newsletter37.example,newsletter37.example,Newsletter 37,,,2026-05-27T07:19:00Z,2026-05-27T07:19:00Z,2026-05-27T07:19:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-38@mail.example>,nm-noise-38,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--38,Data Platform Team,news@newsletter38.example,newsletter38.example,,10.0.0.1,,news@newsletter38.example,newsletter38.example,Newsletter 38,,,2026-05-27T08:26:00Z,2026-05-27T08:26:00Z,2026-05-27T08:26:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-39@mail.example>,nm-noise-39,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--39,Data Platform Team,news@newsletter39.example,newsletter39.example,,10.0.0.1,,news@newsletter39.example,newsletter39.example,Newsletter 39,,,2026-05-27T09:33:00Z,2026-05-27T09:33:00Z,2026-05-27T09:33:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-40@mail.example>,nm-noise-40,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--40,Data Platform Team,news@newsletter40.example,newsletter40.example,,10.0.0.1,,news@newsletter40.example,newsletter40.example,Newsletter 40,,,2026-05-27T10:40:00Z,2026-05-27T10:40:00Z,2026-05-27T10:40:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-41@mail.example>,nm-noise-41,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--41,Data Platform Team,news@newsletter41.example,newsletter41.example,,10.0.0.1,,news@newsletter41.example,newsletter41.example,Newsletter 41,,,2026-05-27T11:47:00Z,2026-05-27T11:47:00Z,2026-05-27T11:47:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-42@mail.example>,nm-noise-42,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--42,Data Platform Team,news@newsletter42.example,newsletter42.example,,10.0.0.1,,news@newsletter42.example,newsletter42.example,Newsletter 42,,,2026-05-27T12:54:00Z,2026-05-27T12:54:00Z,2026-05-27T12:54:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-43@mail.example>,nm-noise-43,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--43,Data Platform Team,news@newsletter43.example,newsletter43.example,,10.0.0.1,,news@newsletter43.example,newsletter43.example,Newsletter 43,,,2026-05-27T13:01:00Z,2026-05-27T13:01:00Z,2026-05-27T13:01:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-44@mail.example>,nm-noise-44,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--44,Data Platform Team,news@newsletter44.example,newsletter44.example,,10.0.0.1,,news@newsletter44.example,newsletter44.example,Newsletter 44,,,2026-05-27T14:08:00Z,2026-05-27T14:08:00Z,2026-05-27T14:08:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-45@mail.example>,nm-noise-45,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--45,Data Platform Team,news@newsletter45.example,newsletter45.example,,10.0.0.1,,news@newsletter45.example,newsletter45.example,Newsletter 45,,,2026-05-27T15:15:00Z,2026-05-27T15:15:00Z,2026-05-27T15:15:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-46@mail.example>,nm-noise-46,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--46,Data Platform Team,news@newsletter46.example,newsletter46.example,,10.0.0.1,,news@newsletter46.example,newsletter46.example,Newsletter 46,,,2026-05-27T16:22:00Z,2026-05-27T16:22:00Z,2026-05-27T16:22:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-47@mail.example>,nm-noise-47,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--47,Data Platform Team,news@newsletter47.example,newsletter47.example,,10.0.0.1,,news@newsletter47.example,newsletter47.example,Newsletter 47,,,2026-05-27T17:29:00Z,2026-05-27T17:29:00Z,2026-05-27T17:29:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-48@mail.example>,nm-noise-48,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--48,Data Platform Team,news@newsletter48.example,newsletter48.example,,10.0.0.1,,news@newsletter48.example,newsletter48.example,Newsletter 48,,,2026-05-27T06:36:00Z,2026-05-27T06:36:00Z,2026-05-27T06:36:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-49@mail.example>,nm-noise-49,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--49,Data Platform Team,news@newsletter49.example,newsletter49.example,,10.0.0.1,,news@newsletter49.example,newsletter49.example,Newsletter 49,,,2026-05-27T07:43:00Z,2026-05-27T07:43:00Z,2026-05-27T07:43:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-50@mail.example>,nm-noise-50,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--50,Data Platform Team,news@newsletter50.example,newsletter50.example,,10.0.0.1,,news@newsletter50.example,newsletter50.example,Newsletter 50,,,2026-05-28T08:50:00Z,2026-05-28T08:50:00Z,2026-05-28T08:50:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-51@mail.example>,nm-noise-51,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--51,Data Platform Team,news@newsletter51.example,newsletter51.example,,10.0.0.1,,news@newsletter51.example,newsletter51.example,Newsletter 51,,,2026-05-28T09:57:00Z,2026-05-28T09:57:00Z,2026-05-28T09:57:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-52@mail.example>,nm-noise-52,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--52,Data Platform Team,news@newsletter52.example,newsletter52.example,,10.0.0.1,,news@newsletter52.example,newsletter52.example,Newsletter 52,,,2026-05-28T10:04:00Z,2026-05-28T10:04:00Z,2026-05-28T10:04:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-53@mail.example>,nm-noise-53,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--53,Data Platform Team,news@newsletter53.example,newsletter53.example,,10.0.0.1,,news@newsletter53.example,newsletter53.example,Newsletter 53,,,2026-05-28T11:11:00Z,2026-05-28T11:11:00Z,2026-05-28T11:11:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-54@mail.example>,nm-noise-54,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--54,Data Platform Team,news@newsletter54.example,newsletter54.example,,10.0.0.1,,news@newsletter54.example,newsletter54.example,Newsletter 54,,,2026-05-28T12:18:00Z,2026-05-28T12:18:00Z,2026-05-28T12:18:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-55@mail.example>,nm-noise-55,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--55,Data Platform Team,news@newsletter55.example,newsletter55.example,,10.0.0.1,,news@newsletter55.example,newsletter55.example,Newsletter 55,,,2026-05-28T13:25:00Z,2026-05-28T13:25:00Z,2026-05-28T13:25:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-56@mail.example>,nm-noise-56,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--56,Data Platform Team,news@newsletter56.example,newsletter56.example,,10.0.0.1,,news@newsletter56.example,newsletter56.example,Newsletter 56,,,2026-05-28T14:32:00Z,2026-05-28T14:32:00Z,2026-05-28T14:32:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-57@mail.example>,nm-noise-57,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--57,Data Platform Team,news@newsletter57.example,newsletter57.example,,10.0.0.1,,news@newsletter57.example,newsletter57.example,Newsletter 57,,,2026-05-28T15:39:00Z,2026-05-28T15:39:00Z,2026-05-28T15:39:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-58@mail.example>,nm-noise-58,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--58,Data Platform Team,news@newsletter58.example,newsletter58.example,,10.0.0.1,,news@newsletter58.example,newsletter58.example,Newsletter 58,,,2026-05-28T16:46:00Z,2026-05-28T16:46:00Z,2026-05-28T16:46:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-59@mail.example>,nm-noise-59,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--59,Data Platform Team,news@newsletter59.example,newsletter59.example,,10.0.0.1,,news@newsletter59.example,newsletter59.example,Newsletter 59,,,2026-05-28T17:53:00Z,2026-05-28T17:53:00Z,2026-05-28T17:53:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-60@mail.example>,nm-noise-60,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--60,Data Platform Team,news@newsletter60.example,newsletter60.example,,10.0.0.1,,news@newsletter60.example,newsletter60.example,Newsletter 60,,,2026-05-28T06:00:00Z,2026-05-28T06:00:00Z,2026-05-28T06:00:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-61@mail.example>,nm-noise-61,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--61,Data Platform Team,news@newsletter61.example,newsletter61.example,,10.0.0.1,,news@newsletter61.example,newsletter61.example,Newsletter 61,,,2026-05-28T07:07:00Z,2026-05-28T07:07:00Z,2026-05-28T07:07:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-62@mail.example>,nm-noise-62,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--62,Data Platform Team,news@newsletter62.example,newsletter62.example,,10.0.0.1,,news@newsletter62.example,newsletter62.example,Newsletter 62,,,2026-05-28T08:14:00Z,2026-05-28T08:14:00Z,2026-05-28T08:14:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-63@mail.example>,nm-noise-63,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--63,Data Platform Team,news@newsletter63.example,newsletter63.example,,10.0.0.1,,news@newsletter63.example,newsletter63.example,Newsletter 63,,,2026-05-28T09:21:00Z,2026-05-28T09:21:00Z,2026-05-28T09:21:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-64@mail.example>,nm-noise-64,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--64,Data Platform Team,news@newsletter64.example,newsletter64.example,,10.0.0.1,,news@newsletter64.example,newsletter64.example,Newsletter 64,,,2026-05-28T10:28:00Z,2026-05-28T10:28:00Z,2026-05-28T10:28:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
