TenantId,SourceSystem,TimeGenerated,ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CorrelationId,Resource,ResourceGroup,ResourceProvider,Identity,Level,Location,AlternateSignInName,AppDisplayName,AppId,AuthenticationContextClassReferences,AuthenticationDetails,AppliedEventListeners,AuthenticationMethodsUsed,AuthenticationProcessingDetails,AuthenticationRequirement,AuthenticationRequirementPolicies,ClientAppUsed,ConditionalAccessPolicies,ConditionalAccessStatus,CreatedDateTime,DeviceDetail,IsInteractive,Id,IPAddress,IsRisky,LocationDetails,MfaDetail,NetworkLocationDetails,OriginalRequestId,ProcessingTimeInMilliseconds,RiskDetail,RiskEventTypes,RiskState,Status,UserPrincipalName,SessionId,RiskLevel,Type
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:22:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,107,corr-jv-0822,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:22:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0027,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0027,147,,,none,"{""additionalDetails"":""""}",jordan.velez@creditsafe.com,sess-jv-0822,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:25:00Z,,Sign-in activity,1.0,SignInLogs,50074,FAILURE,Failure,108,corr-sh-0825-fail,,,,samira.holt@creditsafe.com,Informational,UK South,samira.holt@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password""]}",,Password,,multiFactorAuthentication,,Browser,[],failure,2026-05-28T08:25:00Z,"{""displayName"":""CS-LT-04773"",""operatingSystem"":""Windows 11""}",1,sig-0028,10.24.21.77,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""Password"",""result"":""failure""}",,req-0028,148,,,atRisk,"{""additionalDetails"":""{\""errorCode\"":50074,\""reason\"":\""MFA interrupted\""}""}",samira.holt@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:26:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,109,corr-sh-0826,,,,samira.holt@creditsafe.com,Informational,UK South,samira.holt@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:26:00Z,"{""displayName"":""CS-LT-04773"",""operatingSystem"":""Windows 11""}",1,sig-0029,10.24.21.77,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0029,149,,,none,"{""additionalDetails"":""""}",samira.holt@creditsafe.com,sess-sh-0826,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:30:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,110,corr-jv-0830,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:30:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0030,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0030,150,,,none,"{""additionalDetails"":""""}",jordan.velez@creditsafe.com,sess-jv-0830-bb22,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:35:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,111,corr-gv-0835,,,,guest.vendor@partner-lab.example,Informational,UK South,guest.vendor@partner-lab.example,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""OneTimePasscode""]}",,OneTimePasscode,,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:35:00Z,"{""displayName"":""Unknown"",""operatingSystem"":""Unknown""}",1,sig-0031,198.18.0.90,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""OneTimePasscode"",""result"":""success""}",,req-0031,151,,,none,"{""additionalDetails"":""""}",guest.vendor@partner-lab.example,sess-gv-0835,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:40:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,112,corr-mk-0840,,,,morgan.kim@creditsafe.com,Informational,UK South,morgan.kim@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:40:00Z,"{""displayName"":""CS-LT-03811"",""operatingSystem"":""Windows 11""}",1,sig-0032,10.24.16.10,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0032,152,,,none,"{""additionalDetails"":""""}",morgan.kim@creditsafe.com,sess-mk-0840,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:45:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,113,corr-pn-0845,,,,priya.nair@creditsafe.com,Informational,UK South,priya.nair@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:45:00Z,"{""displayName"":""CS-LT-05219"",""operatingSystem"":""Windows 11""}",1,sig-0033,10.24.14.22,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0033,153,,,none,"{""additionalDetails"":""""}",priya.nair@creditsafe.com,sess-pn-0845,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:50:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,114,corr-lc-0850,,,,liam.chen@creditsafe.com,Informational,UK South,liam.chen@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:50:00Z,"{""displayName"":""CS-DEV-01407"",""operatingSystem"":""Windows 11""}",1,sig-0034,10.24.19.44,0,"{""City"":""Bristol"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0034,154,,,none,"{""additionalDetails"":""""}",liam.chen@creditsafe.com,sess-lc-0850,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:55:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,115,corr-ap-0855,,,,alex.park@creditsafe.com,Informational,UK South,alex.park@creditsafe.com,Azure Portal,00000003-0000-0000-c000-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:55:00Z,"{""displayName"":""CS-LT-04421"",""operatingSystem"":""Windows 11""}",1,sig-0035,10.24.12.88,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0035,155,,,none,"{""additionalDetails"":""""}",alex.park@creditsafe.com,sess-ap-0855,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:00:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,116,corr-nb-0900,,,,noah.banks@creditsafe.com,Informational,UK South,noah.banks@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:00:00Z,"{""displayName"":""CS-LT-06102"",""operatingSystem"":""Windows 11""}",1,sig-0036,198.18.0.60,0,"{""City"":""Edinburgh"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0036,156,,,none,"{""additionalDetails"":""""}",noah.banks@creditsafe.com,sess-nb-0900,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:02:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,117,corr-svc-0902,,,,svc-pipeline@creditsafe.com,Informational,UK South,svc-pipeline@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":false,""Methods"":[]}",,None,,singleFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T09:02:00Z,"{""displayName"":"""",""operatingSystem"":""Windows 11""}",0,sig-0037,10.0.4.50,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""none"",""result"":""success""}",,req-0037,157,,,none,"{""additionalDetails"":""""}",svc-pipeline@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:05:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,118,corr-jv-0905,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:05:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0038,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0038,158,,,none,"{""additionalDetails"":""""}",jordan.velez@creditsafe.com,sess-jv-0905-cc33,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:08:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,119,corr-sh-0908,,,,samira.holt@creditsafe.com,Informational,UK South,samira.holt@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:08:00Z,"{""displayName"":""CS-LT-04773"",""operatingSystem"":""Windows 11""}",1,sig-0039,10.24.21.77,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0039,159,,,none,"{""additionalDetails"":""""}",samira.holt@creditsafe.com,sess-sh-0908,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:10:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,120,corr-mk-0910,,,,morgan.kim@creditsafe.com,Informational,UK South,morgan.kim@creditsafe.com,Microsoft Office,d3590ed6-52b3-4102-aeff-aad2292ab01c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T09:10:00Z,"{""displayName"":""CS-LT-03811"",""operatingSystem"":""Windows 11""}",1,sig-0040,10.24.16.10,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0040,160,,,none,"{""additionalDetails"":""""}",morgan.kim@creditsafe.com,sess-mk-0910,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:12:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,121,corr-pn-0912,,,,priya.nair@creditsafe.com,Informational,UK South,priya.nair@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:12:00Z,"{""displayName"":""CS-LT-05219"",""operatingSystem"":""Windows 11""}",1,sig-0041,10.24.14.22,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0041,161,,,none,"{""additionalDetails"":""""}",priya.nair@creditsafe.com,sess-pn-0912,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:15:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,122,corr-lc-0915,,,,liam.chen@creditsafe.com,Informational,UK South,liam.chen@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:15:00Z,"{""displayName"":""CS-DEV-01407"",""operatingSystem"":""Windows 11""}",1,sig-0042,10.24.19.44,0,"{""City"":""Bristol"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0042,162,,,none,"{""additionalDetails"":""""}",liam.chen@creditsafe.com,sess-lc-0915,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:18:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,123,corr-ap-0918,,,,alex.park@creditsafe.com,Informational,UK South,alex.park@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:18:00Z,"{""displayName"":""CS-LT-04421"",""operatingSystem"":""Windows 11""}",1,sig-0043,10.24.12.88,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0043,163,,,none,"{""additionalDetails"":""""}",alex.park@creditsafe.com,sess-ap-0918,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:20:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,124,corr-nb-0920,,,,noah.banks@creditsafe.com,Informational,UK South,noah.banks@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:20:00Z,"{""displayName"":""CS-LT-06102"",""operatingSystem"":""Windows 11""}",1,sig-0044,198.18.0.60,0,"{""City"":""Edinburgh"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0044,164,,,none,"{""additionalDetails"":""""}",noah.banks@creditsafe.com,sess-nb-0920,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:25:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,125,corr-jv-0925,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:25:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0045,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0045,165,,,none,"{""additionalDetails"":""""}",jordan.velez@creditsafe.com,sess-jv-0925,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:28:00Z,,Sign-in activity,1.0,SignInLogs,50126,FAILURE,Failure,126,corr-false-leaver-03,,,,t.oconnor.contractor@creditsafe.com,Informational,UK South,t.oconnor.contractor@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password""]}",,Password,,multiFactorAuthentication,,Browser,[],failure,2026-05-28T09:28:00Z,"{""displayName"":""Unknown"",""operatingSystem"":""Unknown""}",1,sig-0046,203.0.113.12,1,"{""City"":""Chicago"",""CountryOrRegion"":""US"",""State"":""""}","{""authMethod"":""Password"",""result"":""failure""}",,req-0046,166,disabledAccount,disabledAccount,atRisk,"{""additionalDetails"":""{\""errorCode\"":50126}""}",t.oconnor.contractor@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:30:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,127,corr-sh-0930,,,,samira.holt@creditsafe.com,Informational,UK South,samira.holt@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:30:00Z,"{""displayName"":""CS-LT-04773"",""operatingSystem"":""Windows 11""}",1,sig-0047,10.24.21.77,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0047,167,,,none,"{""additionalDetails"":""""}",samira.holt@creditsafe.com,sess-sh-0930,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:32:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,128,corr-pn-0932,,,,priya.nair@creditsafe.com,Informational,UK South,priya.nair@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:32:00Z,"{""displayName"":""CS-LT-05219"",""operatingSystem"":""Windows 11""}",1,sig-0048,10.24.14.22,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0048,168,,,none,"{""additionalDetails"":""""}",priya.nair@creditsafe.com,sess-pn-0932,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:35:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,129,corr-mk-0935,,,,morgan.kim@creditsafe.com,Informational,UK South,morgan.kim@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:35:00Z,"{""displayName"":""CS-LT-03811"",""operatingSystem"":""Windows 11""}",1,sig-0049,10.24.16.10,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0049,169,,,none,"{""additionalDetails"":""""}",morgan.kim@creditsafe.com,sess-mk-0935,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:38:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,130,corr-lc-0938,,,,liam.chen@creditsafe.com,Informational,UK South,liam.chen@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:38:00Z,"{""displayName"":""CS-DEV-01407"",""operatingSystem"":""Windows 11""}",1,sig-0050,10.24.19.44,0,"{""City"":""Bristol"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0050,170,,,none,"{""additionalDetails"":""""}",liam.chen@creditsafe.com,sess-lc-0938,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:40:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,131,corr-ap-0940,,,,alex.park@creditsafe.com,Informational,UK South,alex.park@creditsafe.com,Microsoft Office,d3590ed6-52b3-4102-aeff-aad2292ab01c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T09:40:00Z,"{""displayName"":""CS-LT-04421"",""operatingSystem"":""Windows 11""}",1,sig-0051,10.24.12.88,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0051,171,,,none,"{""additionalDetails"":""""}",alex.park@creditsafe.com,sess-ap-0940,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:42:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,132,corr-jv-0942,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T09:42:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0052,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0052,172,,,none,"{""additionalDetails"":""""}",jordan.velez@creditsafe.com,sess-jv-0942,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:45:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,133,corr-jv-0945,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Microsoft Office,d3590ed6-52b3-4102-aeff-aad2292ab01c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T09:45:00Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0053,10.24.18.55,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0053,173,,,none,"{""additionalDetails"":""{\""OAuthApp\"":\""Microsoft Office\""}""}",jordan.velez@creditsafe.com,sess-jv-0945-dd44,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T09:48:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,134,corr-nb-0948,,,,noah.banks@creditsafe.com,Informational,UK South,noah.banks@creditsafe.com,Microsoft Office,d3590ed6-52b3-4102-aeff-aad2292ab01c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T09:48:00Z,"{""displayName"":""CS-LT-06102"",""operatingSystem"":""Windows 11""}",1,sig-0054,198.18.0.60,0,"{""City"":""Edinburgh"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0054,174,,,none,"{""additionalDetails"":""""}",noah.banks@creditsafe.com,sess-nb-0948,,
